question,filtered_answer
"스승의 날 선물 16개월 아들맘이에요!
원장님, 담임선생님, 연장반 선생님, 조리사 선생님 선물은 준비했는데 생각해보니 보육교사도 있잖아요?
다른 분들은 보육교사 선생님 선물도 챙기셨을까요??
연장반 선생님은 저희 아이가 마지막 하원이라 혼자 남았을 때 너무 잘 돌봐주시고 조리사 선생님은 아이가 편식 안 하고 잘 먹는다고 너무 예뻐해주셔서 챙겼어요!","전 따로 해드린적은 없고 그냥 같이 드실수있게 케익이랑 커피드렸어요 ㅎ
아하 그것도 괜찮네요!!"
"아기 보드북! 아기 보드북 어떤거 보여주고 계세요?
추천 좀 부탁해요!!
사랑해사랑해사랑해 있는데 아기가 넘 좋아해서
다른것도 사보려구요!",사과가 쿵! 유명해서 아시겠지만 특히 책 읽어줄때 의성어 소릴 좋아해요 와사삭 와사삭 우적우적
"어린이집 실내복? 실내복이라고 보면 약간 내복같은데ㅠㅠ
어린이집에 실내복입혀 보내시나요? 옷 입히는데 어렵네요ㅠㅠ",외출복으로 상하복이나 티셔츠에 레깅스 입혀서 보내요. 상하복이나 티셔츠와 레깅스 조합이용하세요.
"여름실내복은 어떤걸로 하세요?? 여름 실내복ㅠㅠ 고민되여
7월생이라 작년에는 유니클로를 입었던거 같은 데 지금은 좀 애가 커서 바디 슈트를 입는 것 조금 힘들어서 혹시 상하고 비싼거 말고 저렴이 좀 괜찮은 실내복 있을까요?","여름실내복으로는 코디아이, 오아이비, 코코하니, 쿠팡 등에서 가성비 좋은 제품을 찾아보시는 것이 좋습니다.특히 핫딜을 활용하면 더욱 저렴하게 구매할 수 있어요!"
"출산후 6개월 건강검진 안녕하세요
23.10월에 출산해서 6개월차인데
건강검진을 했더니 갑상선기능항진증
림프절비대, 갑상선결절 등이 나왔어요ㅜㅜ
림프절비대랑 갑상설결절은 추적검사 하라되어 있고
항진증은 내분비내과 방문하라 하는데
증상이 하나도 없거등요ㅠㅜ 출산6개월후라
면역력이 바닥이여서 그런가요
출산전 갑상선 문제하나도 없었는데
저같은분 계신가요?😭",저도 6개월에 심장 엄청 뛰고 땀나고 손떨려서 내과갔더니 갑상선항진증이라네요 증상이 없으신건 심하짖 않은거 아닐까 싶어요.. 저는 너무 증상이 심해서 이러다 일찍죽는거 아닌가 싶을 정도였거든요
"식기세척기~ 아기 그릇(실리콘) 넣어도 되나요?? 유리그릇 뚜껑이 실리콘인데, 또 아기수저나 아기그릇도 실리콘이에요~~
식세기에 아기식기 실리콘 넣어도 되나요??",식기세척기에 아기식기 실리콘을 넣어도 되나요? - 저는 넣고 돌리고 있어요.
"여름옷 뭐 입히시나요? 10개월 아기인데 옷 입히기 극상이네요ㅠ
매일 하의실종한 채로 집에서는 지내는데 여름옷을 바디수트로 살까요? 아님 상하복으로 살까요?","10개월 아기에게는 주로 상하복을 입히는 것이 좋습니다. 바디수트도 귀엽고 편안할 수 있지만, 기어다니는 아기에게는 상하복이 더 편리할 수 있습니다."
어린이집 몇개월부터 보내시나요? 최대한 가정보육하다가 보내고 싶은데 몇개월부터 보내는게 일반적일까요?,['전 복직때문에 어쩔수없이 20개월때 보냈지만...적어도 24갤까진 같이있는게 좋을거같아요ㅜ']
"아직도 어린이집 적응을 못 해요 저도 느꼈고 신랑도 얘기하더라고요
선생님께서 우리 아이 안 이뻐하는거 같다고...
가기 싫다고 아이들은 자기 좋아하고 이뻐하는거를
다 알잖아요 저는 일땜에 신랑한테 아이등원
맡겼는데 가기 싫다고 30분을 아이랑 씨름했나봐요 선생님을 부르고 델고 갔다는데
저한테 전화해서 얼마나 못 해주면 안 이뻐하면
애가 저렇게 안 가냐고 저한테 뭐라하는데
그 아이 대하는 태도라든지 말투 느꼈다는데
알거같아서 말도 못 하고 듣기만 했어요
다른곳에 알아봐야하는건지 어떻게 해야하나
계속 고민 중인데 동생도 신랑도 형아들도 계속
고민하지말고다른데 보내보라네요
아이위해서 다른데 보내는게 나을까요?
저의 애 이제 30개월이에요","아니면 저라면 선생님이랑 상담을 해볼거같아요 선생님이 대하는 태도를 보면서 느낀 부분, 생활하면서 선생님이 불편한점이 있어서 집에서 교육을 시켜야하는 부분이 있는지요."
"조리원기간 두찌라 조리원 1주할지 2주할지 고민이에용 ㅠㅠ
그래도 2주쉬고오는게 날려나요?",2주했는데도 아쉬워요 ㅠㅠ 첫째보고싶었는데 오니까 헬이긴 해요 ㅋㅋ
"기저귀 3단계 밴드형 얼마나 쓰나요?? 현재 56일차 여자아기 5.5kg 팸퍼스 밴드형 3단계 쓰는대요
밴드형 기저귀 얼마나 필요할까요??
지금 1팩남아서 얼마나 더 사야할지 고민이에요ㅠㅠ","밴드형 기저귀는 애기의 체중과 사용 방법에 따라 다르지만, 보통 5.5kg의 여자아기에게 3단계 밴드형 기저귀를 사용한다고 합니다. 따라서 56일차 여자아기가 5.5kg이라면 3단계 밴드형 기저귀를 계속 사용하면 될 것 같습니다. 현재 1팩이 남아 있고 추가로 구매를 고민 중이라면, 약 170일 아이가 8kg인 경우 하기스 밴드형 3단계를 사용하는 경우도 있습니다."
"다들 문센 다니시나요~~? 이제 7개월 남아 키우고있는데 문센을 다녀볼까하는데 문센을 다니고는 싶은데 엄두가 안 나네요ㅎㅎ혹시라도 다니다가 아가가 아프진 않을까 싶기도하고 시간 맞춰서 준비하고 엄청 바쁠고 같기도하고 ㅋㅋㅋ
거의 대부분 다니시나요??",['8개월정도부터 문센다니고 있는데 다니길 잘한거같아요!! 준비해서 시간맞춰 나가는게 정신없긴한데 시간도 빨리가고 아가도 이것저것 경험시켜줄수있어서 좋더라구요 😀']
"모로반사 언제쯤 없어질까요 물론 애바애긴 하지만
이제 날씨도 점점 더워질텐데
언제까지 꽁꽁 싸매서 재워야 하나 고민이네요
모로반사는 언제쯤 없어지셨나요?
먼저 키워보신 분들께서
경험에 따라 말씀해 주시면 참고하겠습니다!","모로반사는 언제쯤 없어지나요? 첫째는 100일 쯤, 둘째는 6개월쯤이요."
"밤 기저귀 언제부터 사용하세요 자다가 보면 새벽에 쉬야를 많이 하지는 않았는데
내복이 젖어 있더라고요 ㅜㅜ
그럼 밤 기저귀 사용해야하는건가요...?
양이 많지는 않은데 뒤척임이 많아서 새는건지..",밤 기저귀는 맥스드라이 사용하셨나요?
비오맘베베 유산균 먹이시는 분 계실까요 저희 아기가 이제 액상 졸업하여 미개봉 새제품이 있는데 혹시 관심있는 분 계실까요!,얼마에 파실까요
"막수 중 잠든아기 109일 입니다
평균 160 먹는 아가인데요
막수는 꼭 100 먹다가 잠들더라구요
그래서 일부러 깨워서 더 먹이는데
안깨우고 그냥 재워야하나요?
억지로 깨워서 먹이는게 맞나요?",100먹고 잠들면 아침까지 잘 자는 편인가요? 저라면 잘자는 편이라면 그냥 안깨우고 100만 수유할 것 같고 중간에 새벽수유를 해야하는 상황이면 깨워서 다 먹일 것 같습니다. 배가 부르면 아무래도 더 잘 자니까요. 안그래도 눕히니 다시 깨서 더 먹였더니 칭얼거리다가 140을 더 먹네요. 평소에도 조금 먹고 금방 잠들다가 또 바로 꿈틀거리
"백일잔치(?) 하셨나요?? 좀있으면 100일인데...
저는 양쪽 부모님들이랑 집에서 소박하게 밥먹고 백일떡 나눠드리고 끝낼까 하거든요ㅠㅠ
120일차엔 스튜디오가서 백일사진 찍을 예정이예요!
저처럼 소박하게 지내는 분들 계신가요?",['부모님도 안모시고 저희끼리 했어요!']
"유아 같은 그림짝맞추기 퍼즐?뭐라고 검색해야하나요? 곧 두돌인데 짝맞추기 퍼즐같은거 사려는데 아무리 검색해도 안나와용
제가 검색하면 뭐가 잘안나오더라구요ㅎㅎ
뭐라고 찾아야하나요
원카드처럼 두개 같은 그림 짝맞추는거 찾고있어용ㅎㅎㅎ
좋은거 있음추천해주세요~~~",이런거여? 오 사진까지 감사해요! 제자리 찾아넣고 이런거는 하는데 원카드?처럼 두개를 똑같은 짝찾아서 놓는거요. 음 짝찾기퍼즐?뭐 이것저것 검색해보는데 영 못찾겠네요. 인터넷검색력이 떨어지는지라. 루크 찾아보세요. 아 이건물려받은거 있는데 아직어렵고 재미없어해서 못하구있어요. 강사해용. 메모리게임을 찾아보세요. 다양한
"돌 지난 아기 우유 뭐로 시작하시나요~? 안녕하세요,
돌 지난 아기 우유로 서서히 변경하려하는데
집에서 그냥 멸균 우유 말고 성인이 마시는 일반 유기농 우유 먹이시나요~~?
외출시는 멸균우유가 편한데 찾아보면 집에서는 일반 우유 신선하게 먹이는 것 같아서요... ㅠㅠ",['저는 그냥 확 끊고 a2멸균으로 계속 먹이고 있는데 너무 잘 먹어요..ㅎㅎ 제가 먹어도 맛있어서 저도 이걸로 같이 먹어요 ㅋㅋ a2 멸균도 함 먹여볼게요']
"돌아기 아직 윗앞니가 안나요ㅜㅜ 이제 돌된 여아인데 아직 윗앞니가 안나네요ㅜㅜ
아랫니는 나왔고 윗앞니 옆 송곳니가 먼저나네요
소아과쌤은 치과 가보라고 하시는데 이런경우가 있나 글 남겨요😭",돌이 지났으니 저라면 확실하게 치과가서 사진찍어볼듯해요
"인스타 자주소통하고 친하게지내요^^ 안녕하세요
흑호랑이 ..딸맘이에요(둘째)
인스타 소통하면서 지내요
답방꼭 가고! 칼맞팔!합니당
팔로워늘릴목적, 찐소통, 육아정보교환
뭐든다 좋습니다.
선팔주심 맞팔바로 가고, 늦더라도 꼭찾아뵙니당
자주자주 소통해욥^-^♡♡ 감사합니다
ch._.a.ea_baby
찾아주세욤♡♡
오늘육아도 화이팅!!!",['울집에도 채아가 살아효 선팔해써요오옹ㅎㅎㄹ ron 선팔했어용 nna 선팔했어용 leeeun_ah 선팔했어요 ___jin.a_ 선팔했어요 chae.e 선팔했어용 Inwoo_.h 선팔용 선팔했습니다 sh선팔했어요 안녕하세용 8월 예정 딸맘이에용 luv._bebe_ 이에용 같이 소통해용 0_0yeon_92 선팔했어영 do선팔이용 sun선팔이요 ddooo 선팔이요
"육아맘들 인스타소통해요! 아기 사진을 꾸준히 올려볼까해서 아기 계정 만들었어요!
22년 9월생 여자아이 입니다
소통해요 🤍
혼혈아기 엘리아나 🇺🇸🇰🇷(@baby_el1ana) • Instagram 사진 및 동영상
팔로워 1명, 팔로잉 3명, 게시물 3개 - 혼혈아기 엘리아나 🇺🇸🇰🇷(@baby_el1ana)님의 Instagram 사진 및 동영상 보기
www.instagram.com",선팔했어요 💗
"13개월 아기 낮잠1회 스케줄 참견해주세요 원래 낮잠2회 자는 아기입니다!
오전7시 기상
7시반 아침
9-10시 낮잠
12시반 점심
2-3시 낮잠
5시반 저녁
6시반 밤잠 취침
이런 스케줄이었는데 이제 돌이 지나고 좀 컸는지
두번째 낮잠을 자고 나면 평소처럼 6시반에 자는 걸 힘들어해서 최근 며칠은 밤잠을 8시 정도에 들었어요
(어린이집은 아직 안 다녀요)
그래서 낮잠을 1회로 줄여볼까 하는데
11-2시가 나을까요
1-3시가 나을까요?
이런 경우에는 점심은 언제 먹어야 할까요??
아 그리고 갑자기 며칠전부터 종달기상을 하네요ㅜㅜㅜ
거의 항상 7시에 기상하던 아기가 요즘은 5시반, 6시...
뭔가 불편해서 깨는 거 같은데 왜 그러는지 이유를 모르겠어요ㅠㅠ",낮잠드는시각을 점차늘렸어요 돌지나고부터 낮잠1회는 만2세까지도 지속이돼요 6-7시에 일어나는아가인데 첨엔 11시에 밥을 먹이고 현재 26갤에 11:30에 밥먹고 12:40-13:00엔 낮잠들러갑니다.
"2차 영유아검진(4~6개월) 결과지가 따로 나오나요? 6월 말에 병원에 진료 예약되어 있는데
병원에서 진료전에 영유아 검진을 받고 결과를 들고오라고 하더라구요. '들고오라고'하시니까... 뭔가 프린트물 같은거 가져가야하나 싶은데 영유아검진 마치면 집으로 결과지가 우편으로 날라오나요?
우편으로 날라온다면 검진후 며칠정도 걸릴까요?
오는게 아니라면 핸폰 어플같은거로 확인 가능한 걸까요?
검진 이미 마치신분, 경험 좀 알려주세요~ 😊",1차검진때 프린트물주셨어요 그 그래프있는종이요 받아서 오심 돼요. 영유아 검진 마치면 병원에서 프린트 해주세요.
"출산후 찐살못빼고있네요ㅜ 속옷추천해주세용 아직 체력딸려서 다이어트시도도 못했네요ㅜㅜ
맨날 밤늦게먹고하니 그대로예요 흑
어린이집 보내면서 운동도하고 다이어트할 예정이지만 속옷이 당장 마땅치않은데. 추천좀
해주세용~~~!!",비비안 노와이어 좋아요
"언제쯤 말을 알아듣고 소통이 되나요 곧 8개월 되는 아기 키워요
이제 자기 이름 알아듣고 두세번 부르면 쳐다보고
이번주 생긴 개인기 박수 ! 생겼어요 ㅋㅋㅋ
아직 소통이란건 거의 없는 정도 같아요 ㅋㅋㅋ
언제쯤 소통이란걸 할 수 있을까요",반년만 더힘내세요! 더 크면 물론 좋아지겠지만 8~10개월 사이 확 크더라구요. 그쯤 인지능력이 좋아지면서 눈치도 생기고 애교도 부리고 약간의 협박도 먹히고 아 하면 입에 넣어주고 엄마가 상호작용 많이해주면 더 빨리 소통을 느끼게 될 거 같아요.
"다들 어린이집 언제부터 보내시나요 첫째는 20개월 넘어서 보냈는데
둘째는 이제 돌되자마자 보내려고 대기 걸어놨거든요 대기 1번이라 무조건 갈거같은데 다들 언제쯤 생각하시나요오",1월생이라 13개월때부터 보냈어요
"언제부터 침대 오르내리는거 가르칠 수 있을까요? 요즘 잡고서기 하면서 자기전에도 가드 잡고 서서 엄청 장난치는데 키가 좀만 더 크면 가드밖으로 떨어져 나갈것 같아요
지금 스칸딕코코 데이베드 쓰는데 입구쪽에 강아지계단 같은거라도 설치해서 오르내리는거 알려주고 입구로 왔다갔다 하게 가르치거 싶은데 언제부터 알아들을 수 있을까요? 며칠 있으면 7개월 됩니다! !","['잡고 서기 가능하면 슬슬 알려줘보세요잡고 걷기시작하면 더 수월할테고, 침대뿐 아니라 쇼파나 의자같은 곳에서도 어디서든 뒤로 내려와야한다고 인식 시켜주려고 전 알려줬어요']"
"직계가족 결혼식 아기하객룩 문의 친오빠 결혼식인데 엄마는 드레스입히라고하더라고요
흰색드레스입히기도 하나요???
저는 1번찾긴햇는데 엄마는 돌잔치드레스같은 흰색입히라고해서...맞는가싶어서요
아 2번은 예시요~~","저라면 핑크요 특히 신랑쪽 가족이면 더 혹시 모르니까 조심요
저도 신경쓰여서 이게맞나싶어서요ㅠㅋㄱㅋ
1번이 더 예뻐요
그쵸ㅋㅋㅠ
1번이 예뻐요ㅎㅎ 돌잔치도 아닌데 흰드레스는 이상해요
그렇겟죠...?
1번이요
넵ㅋㄱㄱㅋ
전 흰색 드레스 입혔어요 시누이 결혼식이요 ㅎㅎ 보통 화동하는"
"돌되면 분유 딱 끊나요? 젖병은 바로 끊을 생각인데 분유도 바로 끊나요?
우유 먹여봤다 안먹으면 분유 더 먹이는건가요ㅠㅠ
넘 어렵네요",우유랑 분유를 번갈아가면서 주셔도 되구!!! 애기 과체중 아니면 13개월까지는 분유 괜찮다고 천천히 바꿔보자구 의사가 그랬어요!
"23년12월생 이유식시작하셨나요? 180일이 5월28일이에요
뭐 책에보면 요즘 180일에 시작한다던데
굳이 날짜를 딱 맞추기보단
어른들말론 애기가 어른이 밥먹을때 입맛 다신다던가 그러면 조금씩 시작해도된대서 이번에 베이비페어갔다가 시판이유식 결제했거든요ㅎㅎ
다음주에 160일 되면 쌀미음부터 시작하려는데
다들 시작하셨을까요~~?",12월 21일 태어났는데 저는 딱 180일에 하려구요 ! 또래보다 키도크고 무게도 많이 나가지만 좀 더 공부하고 만들어서 먹일려고 대기하고있습니당 🤭
"구리/남양주/포천 에 내일(5/6) 소아과 오픈하는 곳 있을까요?ㅠ 이제 꽉채운 12개월 아기가
어제 처음으로 분유 안먹고 하루종일 우유만 먹었는데요
그게 안맞는건지 아니면 밖에서 먹인 음식이 문제였는지
오늘 하루종일 설사하고 애기 응꼬가 다 헐었어요...ㅠ
혹시 내일 5/6 대체공휴일에 오픈하는 소아과 아시는분 알려주세요ㅠㅠ
구리 남양주 포천 쪽 아시면 알려주세요ㅠㅠ",중랑구에 장스소아과 내일도 해요 구리 바로 옆이라서... 아 알려주셔서 감사합니다.
"이유식 두 끼 먹은 후 변비…. 7개월 아이인데 이유식 두끼 시작한지 열흘 좀 넘었어요. 초반엔 괜찮았는데 응아하는걸 힘들어하고 막상하면 토끼똥 마냥 찔끔밖에 못해요 ㅠㅠㅠ
물 좀 먹여보려로 물컵,빨대컵,젖병까지 시도하는데 많이 마셔야 40ml밖에 안마시네요
물 좀 잘 마실 수 있는건 그냥 자주 주는 것 뿐일까요??",'먹이는 중간에 숫가락으로떠서 먹여보시고 간식으로 사과퓨레나 마니익은 바나나도 주시고 해보세여.'
"비올때 어린이집 등원 어떻게하나요? 이번주부터 등원인데
비가오니 급 생각이 드네요
도보로 5분이지만
돌쟁이 아기 12키로 넘어서
둘째 뱃속에 있는 저로서는 아기띠가 안돼요 ㅠㅠ",아직 비올때 등원은 한번도 안해봤는데 레인커버 사두었어요 ㅠㅠ
"에스트라 크림 실비처리 아기 현대해상 보험으로 처리하니
(55,000원 구입 / 보험사 25,000원 입금)
이렇게 되었는데
제가 가입된 1세대 실손으로 처리하면
자부담 5,000원 인건지? 혹시 해보신분??",에스트라로션 구입 시 5000원 공제되고 전액이 들어왔다고 합니다. 엄마 이름으로 보험 청구 가능한 것 같습니다. 4세대 실손은 25000원만 들어온다고 합니다.
"쪽쪽이 질문 돌아기인데 잘때 쪽쪽이가 빠지면 잠을못자요
쪽쪽이 셔틀중인데...
끊어야 할까요?
언제쯤 끊어야할지 끊는 방법도좀 알려주세요","그때 정도되면 아이가 쪽쪽이 주변에 두세개 뿌려 놓으면 찾아서 다시 물다 잘텐데 힘드시면 그냥 과감히 안주셔야되요 쪽쪽이이제빠빠이 할거라고 말해주고
저도 돌아기인데 아직 셔틀중이네요 남일 같지 않네요..!!!!!
저는 중간에 빠져서 울어도.. 모르는척 몇 번 안들어갔더니 적응했어요"
"장염일때 철분제 중단해야하나요? 7개월 아기 빈혈이라 철분제 복용하고 있는데요
검색해보니 철분이 장내 세균먹이가 되서 이유식에 소고기들어간것도 피한다는 말이 있어서요~
병원에서는 별말없으시긴했는데..
혹시 철분제 먹이시는분들 장염일때 중단 하셨는지 궁금해요",빈혈있는아이 웬만하면 계속 먹였어요 다만 항생제 먹을때는 조금 쉬어가도 된다해서 항생제 먹을때는 안먹였구요! 아 네네 답변감사합니다
아기 샤워핸들 뭐쓰세요??추천좀용 여러개많던데ㅜ 고르기어려워요 써보신거중에 추천해주세요 2일뒤에 8개월되능아기에용,폴레드 사용중이고 다른제품 사용해본적이 없어서요 만족하며 사용중이에요 폴레드 저도 넘 만족해요 전 프롬유 추천해요 생각보다 유용하게 씻기고 있어요
"장염 지사제 질문 7갤아기 장염이라 지사제 먹고있는데요
설사 멎으면 바로 안먹이면 되나요?
아님 멎어도 1-2일 정도는 더 먹이시나요?
지난주에 지사제 먹어서 설사 멎어서
약 그만 먹였다가 이틀뒤에 다시 설사를 시작해서
무섭네요ㅠㅠ 그래서 다들 어찌하시나 질문드려요",좀더 먹여요
완분아기게워냄 완분아기구요 뒤집기하는데 수유하고 트름시키고 두시간지나서 뒤집기하고 엎드려있으면 게워내요ㅠ 왜그런걸까요?ㅠ,['트름이나 소화가 덜 되서 그런 걸수도 있고 너무 많이 먹어서 그럴 수도 있어요']
"사이드 힙시트 몇 개월부토 쓰셨나요?? 아기가 크면서 아기띠가 이젠 불편해지는 것 같아서
사이드 힙시트 써보려하는데
다들 아기띠 언제까지 쓰셨나요??
사이드 힘시트 쓰신 분들은 몇 개월 부터 쓰셨나요??",['저희애기는 14개월 이구여~ 알아보다가 루시로다꺼 쓰는데 허리 안아프고 아이 허리까지 받춰줘서 좋네요 저는 문센갈때 너무 잘 쓰고 있어요!']
24년생 아기의 어린이날? 올해 태어난 아기인데 어린이날을 기념해서 뭔가 소소하게 할 수 있는게 있을까요?ㅎㅎ 아직은 어린이날을 챙길 시기는 아닌건지 고민이네요!,저는 따로 안했어용 받은 용돈들 통장애 넣어줬엉ㅎㅇ
"인스타 소통해요👍👀🤍 23년 10월생 아들맘이에요!
인스타 소통해요👶🤎🫧
선팔주심 바로 맞팔갑니다~~!🐰
(@33_won_33) • Instagram 사진 및 동영상
팔로워 1,078명, 팔로잉 690명, 게시물 163개 - (@33_won_33)님의 Instagram 사진 및 동영상 보기
www.instagram.com",선팔했어요!
"모유에서 분유보충 알려주세요! 안녕하세요 81일 아기 키우고 있습니다
현재 모유 직수로 먹고 있으며 6키로입니다
통잠은 평균 7-8시간 자고 있었는데 최근 이틀간 배에 가스가 많이 차는지 아파서 잠을 못 자서 다리로 배 눌러서 가스 빼주니 잠이 깨서 밥달라고 하더라구요..
그래서 막수는 분유로 먹여서 가스 덜 차게 하려고 하는데 모유만 먹이다가 분유를 몇미리 먹어야할지 모르겠어서..도와주세요
분유는 남편이 국내산으로 먹이고 싶어해서
앱솔루트 센서티브로 먹이려고 합니다
모유 먹이고 보충을 해야하는지
아니면 분유만 먹여야하는지..
갑자기 분유를 먹여도 괜찮을까요?
이래저래 고민과 걱정이 많은 초보맘입니다ㅠㅠ
슨배님들 알려주세요ㅠㅜㅠ",'양이 가늠이 안되니 막수는 아예 분유만 먹이고 유축하세요. 분유양은 80일정도라면 일단 140정도 줘보고 상태봐가며 가감하세요. 젖병수유도 젖병 깊게공기 안들어가게 해야 배앓이 안해요 트림 꼭 제대로 시켜주시구요'
"어린이날 선물 유모차 거부가 심하고 안아병이 심한 13개월 남아때문에 손목이랑 어깨가 너덜너덜해 지기 직전 어린이날 선물로 에이블 스핀플러스 트라이크 사줬어요!!!ㅋㅋㅋ
블랙 보다는 초록으로 포인트 준 걸로 사봤는데
어떤가요?!?
유모차는 안타던 아기가 이건 개방감 있고 높아서 그런지 잘 타주고 산책하네요! 😂😂
감격스럽고 어린이날 선물 아주 잘 산것 같아서 뿌듯하네유ㅋㅋㅋㅋㅋㅋㅋ 나 자신 칭찬해!!ㅋㅋㅋㅋ",와 저두 에이블스핀플러스 구매했는데 너무너무 좋아요 ㅎㅎ
"29일된 신생아 머리를 팔꿈치로 쳐서 움푹 들어갔어요 ㅠㅠ 병원 가봐야 될까요? 위치는 대천문 쪽 같아요 ㅠㅠ 팔꿈치로 모르고 쳐서 들어갔어요
ㅜㅜ 애기 상태는 현재 괜찮은데 들어간게 시간 지나면 다시
나올까요? ㅠㅠ 병원을 가봐야 할까요?ㅠㅠ",대천문쪽 원래 움푹 파여있지않나요? 안그런 애기들도 있지만 울 아들도 그래요 검색해보면 나와요 생각보다 애기들 머리 단단한데 얼마느 씨게 치셧나욤 팔꿈치로 살짝 친 정도로는 움푹 안 들어가지 않나요? 원래 그랬던거 아닐까요? 혹시 그 뒤로 아기는 괜찮나요?저 방금 수유준비하다가 모르고 팔꿈치로 찍었는데 아기가 놀랬는지
"6개월 아이 이유식 양 6개월 아이 이유식 둘째라서 초기에 좀 하다가
미음정도만...
지금 시판먹고있는데요
잘 안 먹어요 ㅜㅜㅜ
보통 양 얼만큼씩 먹나요 이 시기의 아이들이요",6개월 아이 이유식 양은 미음만 먹으면 그 시기에는 30정도 먹는 거 같아요. 시판에 나와있는 거의 모든 브랜드를 5~6개월동안 먹여봤어요. 그 많은 시판중에 산* 딱 하나 잘 먹더라구요. 다 테스트 해보니 6개월 막바지였고 50~70은 한번에 먹어요.
"우유 어디에 데워주나요? 곧15갤 아긴데 우유를 너무 안먹네요..🥲
하루 200정도 먹는거같아요
안먹어서 킨더밀쉬 바꿨는데 초반에 잘먹더니 또 안먹네요^^;;
멸균팩에 있는거 빨대꽂아서 홀더에 담아줘도 빨대를 손으로 뽑았다가 넣었다가..
빨대갖고논다고 더안마셔요ㅡㅠ
빨대컵이나 젖병(빨대꼭지) 에 담으면 쪼금 먹는데 잘안먹여🥲
온도를 데워보까 싶은데
빨대컵에부어서 전자렌지 돌리시나요들?
우유 데우는 용기를 별도 쓰시나요?
초보맘 너무 무지해여 도와주소서🥲",우리애도 너무 안먹어서 분유온도로 데워주니 잘먹었어요. 아님 멸균 맛을 싫어할수도 있구요. 전자렌지에 데우면 영양소 파괴된다는 말이 있긴하던데 1분 이내는 괜찮다고 들었어요. 파이렉스 유리컵에 데워서 빨대컵에 부어줬었어요.
"애기들모자 챙 발라까지는거 뭐라고 부르나요?ㅎ 작년에 산건 너무잘쓰고 있는데 문제는 다른모자 많은데 이것만 찾아요ㅜㅜ
챙이 이렇게 뒤집어져서 편한가?
이런스타일 모자 사려는데 뭐라고 검색해야하나요?
못찾겠네요~~~~~~
그리고 브랜드도 추천해 주시면 감사합니다
샌들이나 봄운동화 시원한것도 추천해주세용~~~~",얌체캡 이요
"출산 두달여만 남편의 3박 4일 워크샵 이거 제가 예민한가요?
월요일이면 조리원 퇴소후 집에가요.
산후도우미선생님 15일 예약해놓았고요.
문제는 6월말인데..
그때도 고난일 것 같은데 남편은 회사에서 3박 4일 워크샵을가요.
정말 말그대로 독박육아해야해요.
결혼하고 지방으로 내려와서 친정이랑은 거리가 있어요.
거리 가까웠어도 부모님 힘들게 도움을 요청하진 못할거같고요 ..ㅠ
아직 먼 얘기하지만 전 벌써부터 심장이 터질거같은 스트레스인데 제가 너무 예민한걸까요?
같은 회사 다녔다가 저는 작년에 퇴사한 상황이라
워크샵 쓸데없이 3박 4일가는걸 너무 알아서 그런가..
정말 답답해서 미칠거같아요.
노산에 초산에 여기저기 안아픈곳이없고 하루하루 이벤트속에 16일이 지났다보니 그냥 앞날이 겁만나는데...
너무 속편해보이는건 제 눈에만 그런걸까요....ㅠ","워크샵 회사에서 가는건데 어쩌겠어요, 아니면 친정에 도와줄 사람 있으면 지금 있는 곳으로 와달라고 하세요. 6월말이니까 일정 조율하거나 부탁할 수 있지 않을까요? 근데 초산이시면 당연히 걱정되고 불안하고 스트레스 받을 수 있어요. 워크샵이니 그러려니 할 것 같아요. 쓸데없는 건지 알긴 알아도 워크샵에 가지마라 할 수도 없으니... 3박 4일 독박하고 자유"
"아파트 입주후 새 에어컨 청소하고 사용하시나요? 작년에 새아파트 입주하고
올해 처음으로 에어컨 사용합니다.
집에 신생아가 있는데,
에어컨 청소하고 쓰는게 낫겠지요?
공사 먼지가 에어컨에도 남아있을 것 같아
청소 맡기려하는데
굳이 새 에어컨인데 청소해야하나 싶기도 하네요^^;;;",에어컨 청소는 꼭 하시는 게 좋아요. 새 아파트라도 공사 때 발생한 먼지가 있을 수 있어요. 먼지가 아기에게 해로울 수도 있으니 꼭 청소해주세요.
"인스타 소통해요 🩷 곧 8갤되는 딸맘이에요 .ᐟ
태그이벤트 부담없이 소환하고
소통하실 분들 환영입니다 ❤︎
선팔해주시면 바로 맞팔해요 .ᐟ.ᐟ 🎀
𝐁𝐨-𝐧𝐮𝐢 🩰 (𝟽ᴍ)(@bonui.bam) • Instagram 사진 및 동영상
팔로워 1,315명, 팔로잉 1,481명, 게시물 78개 - 𝐁𝐨-𝐧𝐮𝐢 🩰 (𝟽ᴍ)(@bonui.bam)님의 Instagram 사진 및 동영상 보기
www.instagram.com",seo 선팔했어요
"아기 신발사이즈 문의요~! 발크기 135이고 지금 140신겼어요.
150은 많이 클까요?
이 정도면 이번 가을까지 가능할까요?
더 크게 신겨야할지.
그리고 발사이즈 135인데 140신기면될까요?
어짜피 한철이니ㅜ","150은 클 것 같아요, 어리고 아직 걷는 게 미성숙할수록 발에 맞게 신어야 안 넘어진다더라구요. 애기들은 앞코가 길면 걷다가 앞코가 걸려 잘 넘어진다고. 3돌정도 되니 한치수 크게 사도 잘 신어요!"
