question,answer
머리숱완성시기?,저 애기 였을때 거의 5살까지 머리숱 너무 없어서 엄마가 엄청 걱정했는데 지금 진짜 어디가서 머리숱으로는 저보다 많은 사람 못볼전도로 엄청나요ㅋㅋ그런제 제 아들도 지금 머리숱이 너무 없.....(남편 100일이나 애기때 사진보니 엄청 풍성) 저닮았겟거니 나중인 엄청 많아진단다 하고 있어요.
아무데서나 잘 자게하는 비법 있을까요🥲,아ㅠㅠㅠ너무 힘드셨겠어요 증말 ㅠㅠㅠ아무래도 환경이 바뀐게 크게 다가오나봐요ㅠㅠ 근데 생각해보면 저희아가는 어릴때부터 친정에도 자주가서 자고오고 그래서 더 무던한가싶기도해요!!
쪽쪽이 끊기 1일차,6개월아기인데 쪽쪽이 점점 집착해서 걱정했는데 걍 줘야겠네요 용기얻고 갑니다! Neheheo 걱정 많이하고 계속 줘도될까 고민햇는데 의외로 쉽게 떼지는거 같아서 괜히 걱정했나봐요!!
100일 촬영 전 아기머리커트 해야할까용?!,['모자있는거 씌워서 사진찍었어요..ㅎㅎ']
22개월아가 갤럭시테블릿 사려는데 추천좀 해주세요,a9플러스 샀는데 와이파이 연결하니 너무느려서 애기가 막팍팍팍팍 계속누르고 한번 시도해보고 안쓰고있어요
100일 파티는 보통 댕겨서 하나요 미뤄서 하나요,당겨서해요~~!!!
22개월아가 접이식 하이체어 추천해주세요,24개월 넘어가면 하이체어 앉지도 않아요. 그냥 어른의자에 방석 두툼한거 놓고 앉히세요. 아님 어린이집처럼 상이나 유아책상 사용하는게 더 좋아요.
"23년 12월생,24년 1월생 초산 흑토끼맘들 육아정보 소통해요 :)",저 들어갈수 있을까용? 네!
아기띠에 안겨야 낮잠자는 13개월 아기ㅠ,시간이 지나면 되여 저도 딱13갤 까지 아기띠 하다 말다 했는데 이제는 극거부ㅋㅋㅋ 그리고 얼집가면 첨에는 안아서도 재워주시니 넘 걱정 마세용
혹시 이게 동전습진인가요?,동전습진 올라온것 같아요. 동전습진은 보습제 단독으론 잡기 어려워서 병원가셔서 리도맥스 연고 같은거 처방받아서 발라주시는게 좋으실거예요.
설사분유 잘 아시는분이요 !,분유갈이하듯이 비율맞춰 하면돼요
땀 많은 아기 바디필로우,['저 지금 조리원인데 조동엄마랑 둥이세트로 같이 하고 추가 증정 받을려고요 ㅋㅋ 세제세트준대요!!']
갓 돌 지난 아기....,젖병에 생우유 줘도 되요 13개월 아기 키우는데 저도 매번 너무 힘들어서 안먹는 아기 물어보면 다들 그래요 아기 먹는걸 주면 된다 내 아기 속도 따라가면 된다고요 저도 여전히 젖병에 우유 줍니다
60일 아기 분리수면 도전,분리수면 일찍 시작하셨네요 ! 부러워요 저희도 하고싶은데 이미 엄마껌딱지가 되었네요 ㅠㅠ 26갤임다 아고 ㅎㅎㅎ 껌딱지 말만들어두 귀여워요! 분리수면 안해도 붙어자는 시간도 소중해서 좋은것같아요~~~ 😍 저는 조리원에서 집에오는날부터 분리수면했어요! 11갤 지금까지듀 잘하구있구요 저희부부도 편하게 시간보낼수있구 아기만
분유 일찍 끊어 보신분 계시나요?,돌 전엔 분유가 주식이라고 하더라구요
1-2개월 아기 수유량 시간 어떻게되나요,'10~15분 컷으로 먹어야한다던데요.. 65일 분유 130정도 15분정도 먹고 모유수유하면 30분걸려요. 중간트림 자는아이 깨우면 시간 더 걸리구요. 모유수유중이라 비교가 될진 모르겠는데 3~4시간텀으로 먹이고 밤에는 5시간 텀이예요. 분유수유 아가는 텀이 더 길어요 저희애기랑 먹는텀은 비슷한거같은데 먹이는시간 차이가
돌아가 드러눕기,돌쯤되면 자기주장이생겨서 고집부리는거예요 저희아기도 똑같이해요 10개월인데 나름 순둥이인데 드러누워요 8개월..아기도 맘에안들거나 짜증나면 들어누워서울어요
모유 수유 자연단유 하셨다가 다시 하신분들 계신가요?,모유양 한번줄면 다시 늘리기 진짜 힘들어요.. 저도 아프고는 갑자기 줄어서 단유마사지갔다가 꼬득임에 넘어가서 늘리려고 맘라떼모아사먹고 마사지 8번 받고 계속 유축하고했는데 3주뒤 결국 단유했어요.. 돈도 시간도 쓰고 스트레스만 받았네요. 아 그러겠죠? 저두 늘리는거 스트레스 받기 싫어서 안 물렸는대.. 고민하지
시장서 파는 뻥튀기요,그런거엔 삼성당 들어가요... 아기껀 아기전용으로ㅎ 아하...ㅎㅎ넵
원목 장난감 당근해오면 세척 어떻게들 하시나요??,에티튜드 토이클리너 칙칙뿌려서 닦은 후 밖에 해 드는 곳에 말렸어요
2개월 아기 수유&수면 조언 구해요!ㅠㅠ,"1. 수면교육 시작 후 등 대고 자는 것에는 많이 익숙해졌고 낮잠이든 밤잠이든 입면은 오래 걸리지 않습니다. 빠르면 1분 컷.. 그런데 낮잠 지속시간이 짧습니다. 5-20분 정도 자고 나면 잠울음을 5-10분 울고 다시 자기는 하는데요. 수면교육 전에는 안아서 재우면 2시간도 자던 아가였는데, 누워서 자는 게 익숙하지 않을테니 당연한 거겠지 하면서도 괜히 아기 피"
"돌아기,첫운동화 골라쥬세요",1번 예쁜것 같아여 성별 가리지 않고 잘 어울릴것 같네용
11갤 아기 몸무게가 빠졌어요😭😭,아이 걸어다니나여..? 아뇨 그런데 하루종일 일어섰다 앉았다 쇼파 올라갔다 난리이긴해요 ㅠㅠ 활동량이 많아서 그럴까요..??? 그 시기는 이제 살 빠지고 안찌는 시기라서.. 너무 걱정 안하셔도 될거 같아여.. 그 상태로 두돌까지 간다고 봐야해서ㅠㅜ 아하 다행이에요 ㅜ 제가 뭐 너무 안먹이나 해서 놀랐어요~~! 댓글 주셔서 감사합니다😍 돌
자연분만 부작용 ??,혹시 자궁이 내려오는 느낌이 드는거라면 바로 병원가서 검사해보세요 제가 첫째 낳고 아랫배가 묵직하고 특히 쭈그려 앉을때 밑 빠지는 느낌이 심해서 갔더니 근육이 약해져서 그런거라고 방치하면 자궁탈출증 생긴다더라구요
24년생 어린이집 내년까지 기다려야겠죠,이번년도 3월 입소한 0세반은 저희같은 경우에는 작년에 입소신청 받았어요. 인기 많은데 같은경우는 선착순 접수였고요. 요즘은 입소하고 맘에 안들면 0세반에서 톼소하는 분들 있으면 자리 나는거 같은데.. 그것도 인기 좀 없는데가 그렇고 인기 있는데는 벌써 입소대기신청이 몇십명 넘는다고 하더라고요. 거의 이번년도 입소는 장담 못하는거쥬...
수면퇴행..? 낮잠을 짧게 자요,4갤에 수면 퇴행 오면서 낮잠 30분컷 되는게 정상이래요... 열심히 연장시도하는게 엄마 몫이라는....
분유 추천좀 마구해주세요 ㅠㅠ,위드맘제왕을 계속 먹이면서 지켜보시는 것이 좋을 것 같아요.
8갤 아가 감기,"8갤 아가 감기 이제 8개월된 아기가 감기기운이 조금 있는데 (콧물, 기침) 이정도로 병원가긴 애매한데 약먹이기도 조금 애매하네요ㅠ 보통 이럴 땐 어떻게 해주시나요? 목에 손수건 감아주고 따뜻한 보리차 정도 먹이면 될까요?  정제된 답변: 심해지면 안좋아 질수도 있어서 일단 병원가보는걸 추천드려요!"
아기피부 울긋불긋 요건 왜그럴까용 ㅠㅠ,추워서요 대리석양피부 검색해보세용 아아 너무 감사합니다
어린이집 적응기간중 시간 문제,13개월 아가 3주 좀 넘게 걸린 것 같아요. 잠투정 진짜 너무 심한 아가인데 울어도 엄마가 올 수 없다는 사실을 인지하니 낮잠도 자고 적응하더라구요.
a2분유 먹이는 엄마들~~,['저랑 같이하실래요!?']
애기 수유 좀 봐주세용!!,['제가 볼땐 80 먹은 이후로 깬게 수유가 아니라 트름 문제일거 같아요\n더 줘도 먹긴 먹고 진정하는게 아가들이라 ㅜㅜ .. 트름 한번 시켜보시는건 어떠실까요 ?']
곧19개월 도대체 어떻게재우나요 밤잠시작이 넘어려워요 ㅠ 11시반에 재움,['낮잠을 몇시부터 몇시까지 자나요?']
14개월 아기 어린이집 적응기,어린이집 적응을 잘 한게 아니고 받아들이고 있는거 아닐까요 똑같이 14갤 4월 복직맘인데 저희애는 많이 울어요~ 처음에 많이우는게 참다가 나중에 터지는 아이들 보다 좋다 라는 말만 듣다보니.. 후자가 아닌가~ 하고 걱정되네요. 전자인 저도 계속 걱정이긴 하지만요ㅎㅎ 놀이시간에는 잘 노는데 들어가고 나올때 너무 울어 속상해요
시간제도 아기가 스트레스 많이 받을까요?,애바애 겠지만 1시간도 스트레스 받아했어요 돌쯤 시간제 잠깐씩 보내고 병원 치료 다니려했는데 적응기간 일주일 내내 심하게 울고 스트레스 받아해서 포기했어요
우유안먹는 돌아기 칼슘 영양제추천해주세여,킨더밀쉬 한번 도전해볼께용ㅎㅎ감사합니당
엎드려자는아기 기저귀 추천해주세요🙏,애플크럼비도 좋았어요 슈퍼슬림은 너무 얇아서 새긴했는데 슬림은 샌적 없어요 18개월 뒤집 남아 모모래빗에코드라이 잘 쓰고 있어요 한동안 이불빨래지옥이여서 여러제품 샘플테스트하고 정착했어요 샘플 종류별로 테스트하는거 추천드려요 저희 아가도 엎드려 자는데 킨도 업앤플레이 밤잠때 쓰는데 안 새
22개월 아가 병원놀이 추천해주세요,콩순이요~
아효 똥강아지 응아때문에 속상해요ㅜㅜ,유산균부터 바꿔서 1~2주 먹여보시고 상태를 보셔용.
조리원 2일차 아이스아메리카노 먹고싶다요,"주변에서 보면 디카페인으로 조금씩 마시는 것 같아요 ! 디카페인을 먹을 여건이 안되어가지구 수유직후에 마시세요 ... 저는 초유줄때 못참겟어서 수유 직후에 마시고 다움텀에 분유주고, 짜버리고 그 다음텀에 줬러요 초유 후 단유할거라 쪼금만 참아보려구요 조언 감사해요오"
12주차인데 모로반사,저희아기는 100일되니 없어졌어요.
아기 손가락 자기입에 끝까지 넣어서 헛구역질 하는 아기 있나요 15개월 되가요,"아기가 손가락을 자기 입에 넣어 헛구역질을 하는 것은 일반적인 행동입니다. 이는 아기의 탐구심과 발달 과정에서 나타나는 특징 중 하나일 수 있습니다. 15개월이 되었다면 말을 조금씩 시작할 수 있으며, 각 아이의 발달 속도에 따라 차이가 있을 수 있습니다. 또한, 아이가 자주 하는 행동이라면 건강에 이상이 있는 것은 아니지만, 계속해서 이러한 행동이 지속된다면 의사와 상담해보는 것이 좋을 수 있습니다."
60~70일아기 뭐하고 놀아주시나요?,아기체육관을 이용하거나 엔밀리밀리 아기병풍으로 놀아주는 것이 좋을 것 같습니다.터미타임 시간도 길어지고 거울도 보면서 지루할 틈이 없을 거에요.
와.............. 청소기 소리로 진정 된다고 하더니,청소기 덕을 많이 보긴하죠.
어린이집 답례품이랑 선물 주고 받는거요.. (가정 어린이집),['저도 여기까지만 생각했지 20명꺼 다 사오라는거가 좀...그래도 어쩌겠어요... ㅠㅠㅠ 알려주셔서 감사합니다']
엘프레리 기저귀만큼 부드러운 기저귀 추천부탁해여,['다써봤는데 로맘스가 제일부드러워서 정착했습니당 진짜하기스 킨도 리베로 슈퍼대디 마미포코 모모해빗 나비잠 네이처 다 써봤는데 로맘스로 정착햇어요 로맘스 진짜 부드럽고 샘도 없고 가성비도 짱인데사람들이 잘 몰라요 저 엘프레리 써봤는데 내추럴블라썸 더 부드러워용윗댓 로맘스는 안써봐서 몰겠네
킨도 쓰시는 맘님들 도와주세용,"뉴오슬림, 올데이 쓰다가 지난번 핫딜로 우연히 베베가드쓰게 됐는데 베베가드가 가장 부드럽고 좋네요 ~ ! 둘중 부드러운건 뉴오슬림이요~ 뉴오슬림은 부드럽고 얇지만 쉬가 많이하믄 묻어나는 느낌인데 업앤플레이는 버석거리지만 바깥에 묻어나지않고 잘흡수되네요~ 아기 몸에 착붙는 느낌도 들고요 그래서 보"
3개월 아기 세워서 안아도 되나요??,척추무리되요 역시 이른거죠 울어도 눕혀안아야겠네요 알려주셔서 감사합니다~ 병원에 계속 서려고 한다고 괜찮냐 물어봤었는데 자기가 딛고 서겠다는건 괜찮다고 했어요!!! 그냥 제 몸에 기대서 다리힘주고 서든말든 냅둬요 스스로 앉으려고 하면 상관 없다는거죵 너무 보채면 세워안는걸로 아기케어 참 어렵네요 감사합니다
기저귀행사 한팩 1900원!,바로들어갔는데도 품절이네용ㅠ
24년생 내년에 어린이집 보내면요,부모수당은 태어나고 1년동안 100 그뒤에 50인데 어린이집 보내게 되면 보육료로 전환돼요 1년전에 보내면 보육료 빼고 차액만 받구요 1년 이후에 보내면 보육료가 더 커서 들어오는 돈이 없을거예요
깨비깨비 문센 추천이옹:),"문센종류는 어떻게 다 아시나여? 6갤부터다녀서 지금 3학기째 듣는데 일주일에 두수업씩 들었어요! 문센 수강신청전에 컬쳐클럽이나 롯데문화센터 들어가셔서 수업 커리큘럼보시고 결정하시면 좋아여! 저는 이마트는 깨비깨비, 북이랑놀이랑, 애기똥풀들어봤고 롯데몰에서는 뮤직아이랑 방그리 들었는데 개인적으로는"
오늘 다들 문센 예정대로 가시나요? 황사때문에 고민 중이에요ㅠㅠ,['차타고가면 가도되죵']
막 10개월 된 아기인데 허리힘이 너무 없는것같아요,11개월 아기인데 엊그제부터 옹알이가 갑자기 터졌어요. 모방은 돌 지나서 하는 아이도 많고 주변에는 두돌까지도 모방 그다지 안하는 친구 아기들도 있었어요! 저도 걱정이 많지만 우리 너무 걱정하지말아요🥲 아 그리고 제가 완전 신뢰하는 소아과 선생님께서 잡고 서서 옆으로 가기만 해도 제대로 발달 되고 있는거라고 걱정말라고 하셨어요
아가 응가 묽은변? 언제까지 싸나요?,이유식 전까지 묽은변이 나올 수 있습니다.
10개월 아기 소근육에 좋은 장난감 뭘까요?,"사실 이것도 엄마 취향이긴 하지만 저는 하베브릭스 변신 큐브 너무 만족템이라 이거 국민 육아템이거든요 큐브가 6단 분리 되는데 맘에 드는 한면만 떼어서 들고다니기도 해요 소리나는 부분, 버튼, 돌리기, 불빛 뭐 다양하게 있어서 아기가 이리저리 갖고 놀기 편하고 소근육 발달에도 좋아요 조작이 대부분이라!"
22개월 핑크퐁 알파벳버스말고 abc송나오는 장난감있나요?,애플비 영어버스? 인가 하는거 있어요 이것의 최대 장점은 쓸데없는 현란한 불빛이 없다 노래많고 다양 abc송 있음 단점은 뽑기 잘못하면 고장이 잘난다 정도..? 아~!!!!핑크퐁 다좋은데 불빛 진짜.불호예요~~ 왜그리 현란한지 진짜. 눈아플때 있어요 애플비도 있군요 찾아봐야게써요!!! 애플비꺼 좋은것같아요 숫자좋아
스텝2 주방놀이 핫딜 안나오려나요?ㅜㅜ,매직키친 기다리는데 몇달전에 한번 뜨고 아예없더라구요. 가격은 갑자기 왜이렇게오르고 물건은없고. 매일 야채과일자르고 놀고 좋아해서 주방놀이 엄청잘놀것같아서 아 사야겠다 하고 알아보니 스텝2가 딱이다. 했는데 예전 핫딜가는 커녕 물건을찾을수가없네요. 오십만원 주고살껀 아니자나요. 그러니까 잠깐고민할
엄마의 복직후,아빠면 더 안정감드니까 더 휙 돌아서서 아빠를 좋아하는거처럼 보일뿐이에요.
우리 아기 최애 장난감 서로 공유해요!!,"저희 애기도 국민문짝 좋아해요!!! 왜 국민문짝으로 불리는지 알것같아요 ㅎㅎ 국민문짝 산지 꽤 됐는데, 아직도 좋아하네요!! 그리고 이맘때쯤 사운드북도 많이들 사준다고하는데, 관심있으시면 립프로그 사운드북도 추천추천입니다! 세이펜 없이 손가락으로 누르면 소리가 나오고, 손잡이가 있어서 휴대하기도 쉬워요~ 요거 하나면"
14개월 아기 입주위 트러블,리도맥스 발라도 괜찮아요 대신 얇게 자주 말고 잘때 듬뿍 한번 발라주는게 차라리 빨리 좋아진다더라구요 그리고 괜찮아지면 보습제오 바꿔주세요 스테로이드라고 안바르고 냅두면 더 번지고 상황이 나빠지더라구요 병원 리도맥스(주황)이 그래도 불편하다 하시면 약국에서 리도맥스(파랑/0.3%) 사서 발라주세요 오오오!! 딱가려운데를 긁어주셧어요!! 감사해영 오
이제 15갤 아기 놀이..,"15개월 아기 놀이에 대한 걱정은 일반적인 부모들의 고민입니다. 아이와 함께 다채로운 활동을 경험해보세요. 아이에게 책을 읽어주고 블럭 놀이를 하며 함께 노는 시간을 가지는 것도 좋습니다. 또한, 언어발달에 관심을 가지고 책이나 그림책을 보여주며 함께 대화를 나누는 것도 도움이 될 수 있습니다. 함께 놀면서 아이가 즐겁게 배우는 경험을 만들어보세요."
유축 관련하여…,상관없어요 근데 한번에 길게 쫙짜내고 자야지 젖이 차요 조금짜면 잇다가 또금방젖이 돌아서 다시또 짜야되요 지금부터 시작이에요 어머님!!
아기통장 만들어주셨나요~,저도 입출금 통장만 만들었어요~ 청약은 나중에 좀더 나이 먹고 필요하면 만들려고요 ㅋㅋㅋ 은행가면 다 만들라고 꼬시죠 ㅋㅋ
산후도우미 신청기간 지나면 절대 신청 못하나요?ㅜㅜ,출산60일 이내 신청 가능해요 !! 이번주에 보건소 가서 설명 듣고 왔어요 !!
1개월 아기 더블하트 ss s 둘다 짜증내요 ㅠㅠ,아님 배앓이 일수도 있어요 ㅠㅠ 몸비틀거나 자꾸 젖꼭지 뺄려고하면 트름이요 ㅠㅠ네 중간트림잘시켜볼게요
시간제보육 정부지원금 포함 결제 되었어요! 아시는 분?,시간제보육 이용하고 결제할때는 정부지원금 포함한 금액 결제 되는거 맞구요! 나중에 카드결제대금은 4천원만 빠져나갈거예요 걱정안하셔도 돼요!!
신생아 기저귀 사이즈업 해야할까요?,"1단계 기저귀 채울때 숫자2번에 채우고 있어요! 허리로 샜던것 같아요! 옆눕베개는 사용안하고있어요! 기저귀가 허리로 샐때 -> 작음 사이즈업 필요, 허벅지로 샐때 -> 큼 사이즈다운 필요 이긴해요. 물론 다를수도 있는거 같긴한데 통설은 그래용..! 혹시 새는게 밤잠만 그런거면 흡수력이 더 강한 밤잠용 기저귀 따로 쓰셔야하구"
조리원 모유수유,['직수가 양늘리는거에도 애기 빠는 연습에도 좋아요\n일단은 자꾸 자더라도 물리셔요\n손 유축은 왜요 손목나가요 유축기로만 하시고 안되면 직수후 분유 보충시켜주셔도 돼요 애바애지만 아직은 빨기힘 약한게 맞아요 스트레스 받지마시고 시간이 약이다 생각하시고 자꾸 물리셔요\n모유수유 응원하고 갑니당']
아기세제 추천해주세요~!,아이너요! 향 좋은데 오래가서 쓰시면 맘에 들어하실 듯! 세정력도 좋은 편이라 빨래 해보면 완전 속이 후련한 느낌이에요.
분유량질문이요~~,저희 애는 180-200이요 근데 수유텀이 너무 긴거 같아서 어뜨케 짧게 마니 먹일 순 없나 고민이에요 ㅜㅜ 7-8시 11-12시 15-16시 19-20시 새벽 1-3시 이렇게 먹습니다 ㅜㅠ 아 먹고탈만안나면괜찮겠죠ㅠㅠㅎㅎ
여름아기 준비,잘 안쓰긴 하는데 그래도 하나 있어야겠다 싶으시면 당근으로..! 병원 선물로 주는지 확인해보세요 병원에서 선물로 많이 제공해요 그리고 여름아가는 특히 7월생 겉싸개 쓸일이 없어요 이불로 쓰기에도 겨울엔 작아요 ㅋㅋ 8월초생 겉싸개 안샀고 쓸일도 없었어요
다들 집안일은 어떻게 하세요?,애기 놀때해요. 애기 잘땐 저도 무조건 휴식
24년생 예비맘분들ㅎㅎ,"아이마다 다른거 같아요. 저희아이는 선물들어온거랑 물려받은거 제가산거까지 10번정도 됬는데 주로 입한건 3-4벌이었어요. 토를잘 안해서 그런것도 있고, 2,3일에한번씩 빨래하긴했는데 토를 잘 안한게 한수였더라구요;;; 답변 감사해요 ㅎㅎ"
목가누기,때되면 다해요^^
자녀 성본변경 어떻게 해야하나요?ㅠㅠ,법원에 신청하셔야 할거에요..ㅠ
마리 큰 아기 목 가누기ㅠㅠ,저희아가도 터미타임 잘 못해요
한달된 아기 몇가지 질문이 있어요 ㅠㅠ 도와주세요.,1. 쿠팡에 긴팔 매쉬 바디수트 추천드려요. 아침 저녁으로 쌀쌀해서 반팔은 이를 것 같아요. 4월 25일 경에는 더울 수 있으니 반팔 수트에 얇은 잠바 니삭스 신기고 가서 아기가 더워하면 벗기는 게 좋을 것 같아요. 2. 아무래도 열이 많은 어른이 아기를 안으면 아기도 더워할거예요. 땀도 묻을테고...시어머님이 열이 많으신 분인지는 모르겠어요.. 3. 거의 안
6개월 애기 이유식..,엄청잘먹네요! 혹시 이유식숟가락정보좀얻어가도될꺼요? 저는 이거써요! 휴대하기도 좋고 귀엽고 뚜껑은 가끔 치발기로도 사용해요. 국내산에 플래티넘실리콘소재래요. 감사합니당!
육아중인 분들 다들 디스크 괜찮으신가요? ㅠㅠ,저는 출산하고 바로 디스크 돌출로 시술받고 2년이 지난 지금도 관리하고있어요 ㅠㅠ 애기 안을때 무조건 복대하고 안고 왠만하면 덜 안아주려고 하고있어요 ㅠㅠ 안다가 또 신경건들어서 애기랑 같이 넘어질까봐 매일 물리치료도 갔어요 몇일 전에 신경차단주사 2회 맞았고…. 진통제 먹고 있어요.. ㅠㅠ 원래도 허리디스크 있었는데… 아
통잠,통잠은 아이마다 다르기 때문에 어떤 아이들은 늦게 통잠을 자기도 합니다. 아기의 수면 습관을 조절하기 위해 아기 숙면 유도용 제품을 사용해보시는 것도 좋은 방법입니다.
문센 다녀오니 낮잠도 잘 자고 좋네용 ㅋㅋ,맞아요 갔다오면 녹초가 되는지 정말 잘 자더라구요 그냥 오늘도 잘 놀아준것 같아서 넘나 뿌듯해여
아기 있는 집 이사 후 청소!!,"['저 얼마전에 이사할때 입주청소 하고 들어갔는데 30평 41만원 냈어용!! 그러셨군요 구축이어도 하는게 맞겠지요?? 만족하셨나요 네네 저도 아이가 22년생이라 아직 어리고 구축 매매한 집이라 생활감 신경쓰여서 청소 하고, 유명한 이사 업체에서 이사, 청소 다 계약하고 했는데 이사는 너무 별로였고 청소는 기깔나게 깔끔히 해주시고 가셔서 만"
210일 한번에 분유 70만 먹는 적게 자주 먹는 아기,210일인데 아직도 아이구 맘님 고생많으시네요 저희 아기도 징글징글하게 안먹는 아기라서 몸무게가 너무 적게 나와서 병원에서도 얘기 듣고 암튼 저는 큰 맘 먹고 수유텀을 늘렸어요. 4시간~최대 5시간 까지요. 그래도 배고파하지를 않아요 배 안고픈데 너무 자주 주니까 많이 안먹는 것 같아서요..그랬더니 평균치보다 좀 더 먹는것 같기도 하고요....이
아기 막수 언제 하고 재우시나요?,저도 막수가 항상 11시 12시 사이에요ㅠㅠ 일찍 눕혀도 결국 통잠시작하는건 이시간이에요.. 심지어 오늘은 낮잠 한두시간도 안잣는데..ㅠ 일어나는 시간이 10-11시 정도로 늦기는 한데 애기성장에 문제가될까봐 걱정이에요 ㅠㅠㅠ 어떻게 빨리재우는걸까요 다들.. 저는 일찍 자는 습관 만들어주려고 막수는 무조건 8시 전에 해용! 7시반쯤 목욕
남편에게 보내는 부치지는 않을 두번째 편지,'푸하하핫 글 너무 재밌고 즐겁게 읽었어요. 읽는 내내 입에 미소가 ㅋㄷㅋㄷ 글쓰셔도 괜찮으실거같아요. 종종 육아글도 쓰시고 인터넷 연재하심 인기있으실듯 해요~~^^'
70일 아기 머리 묶으면 안되나요?,애기 고무줄로 두피에서 살짝 띄워서 묶어줘요.
11갤 아기 모유 수유 거부/ 이유식 남겨요,"첫째도, 둘째도 돌 다될즈음 그러더라구요~ 그냥 식사시간,쭈쭈시간에 줄거 주고, 안먹음 말어라~ 하고 냅두면 나중에 정신차리고 먹던걸요. 밥태기는 시간이답이에요~~ 스트레스받지마시구 저체중아 아닌이상 그냥 두세요~~ 아 그런가요ㅠㅠㅠㅠ 저도 첫째라 주변에 비슷한 상황이 없어서 더 애가 탄 것 같아요… 저도 예민해지니까 애한테"
"백일아기 밤에 더 자주, 더 많이 먹어요ㅠ",백일은 아직 통잠 얘기하긴 너무 어려요. 저녁 잠 중 가장 길게 자는 시간 바로 직전 수유를 충분히 줘보세요.제 얘긴줄.. 너무 똑같아요.
돌아가 밤잠 몇시간자요?,저희 아기는 낮잠을 1시간 길면 1시간반 정도 자고 밤잠을 11-12시간 잡니다. 낮잠 2시간 넘겨서 자는거 지금까지 단 한번도 본적이 없어요 ㅠㅠ 심지어 어떤날은 낮잠 2회 다 합쳐서 1시간 안되는 날도 꽤 있어요 ㅠㅠㅠ 저는 반대로 낮잠을 너무 안자서 이게 맞나 싶기도하고....
과일 안먹는 아기ㅜ,"과일은 빨대컵 사용해보세요. 안먹다가도 먹고 먹다가도 안먹을 거예요. 조바심 가질 필요 없어요. 과일은 당이니 잘 안 먹으면 그냥 안 줘도 되지 않을까요? 채소나 고기는 잘 먹으면 그냥 과일은 천천히 먹고 싶어할 때 줄 것 같아요. 크다 보니 안 먹던 과일이나 채소를 갑자기 먹기 시작할 때도 있고, 잘 먹던 과일이나 채소를 안 먹기 시작할 때도 있어요."
7개월 아기 손으로 물장구치는데(사진있음),아기가 촉감과 청각에 대해 신기해하는 단계일 것 같아요. 장난감이나 치발기를 활용해주는 것도 도움이 될 수 있어요. 아기가 물을 먹으려 할 때는 열과성의를 다해 막아주는 것이 중요해요. 집중해서 다른 활동에 관심을 끌어주는 방법을 사용해보세요. 아기의 발달 과정 중 하나로 보여요.
"14갤 아기, 떼쓰기 너무 심하네요ㅠㅠ",'13갤 저희애도요..ㅠ 원하는거좀못하게하면 악쓰고 몸을 활처럼 휘면서 소리지르고 ..하ㅡㅡ나중에 좀커서 밖에서 들어누울까 겁나요ㄷᆢ'
온 몸이 아픈데 원래 이런걸까요?,저도 30초반 10갤 딸맘인데 기기시작하면 체력적으로 더 힘들어지는거 같아요..... 요즘 저희애기는 걷기시작해서 쫓아다니느라 체력이 바닥입니다 저도 안아재우느라 진짜 허리가 너무너무 아파요 요즘은 약간 요령껏 아주 잠올때까지 버티다가 안아주네요 깨있는 동안은 잠시도 가만있지 않으려하고 최대한 깨시 늘려주다 재우는데 낮잠은 그
"여자앤데 안이쁠거같은데,,,",['아이들 얼굴 크면서 변해요. 진짜변하더라구요.\n그럼 크면 정말 예뻐져요~~^^\n아이들 얼굴은 많이 변하던데 특히 여자아이들은 더한거 같아요. 친구딸도 아기땐 엄마아빠 누굴닮은거야? 하더니 2살지나니 이뻐지더라구요ㅋㅋ']
아기이름,아기 이름으로 태겸은 좋은 선택이에요.
문센 보통 몇개월부터 다니나요?,문센은 보통 6개월부터 다니게 됩니다.
애기 옷 어디서 사세요??,"아가방, 쿠팡, 보리보리, H&M, MLB 키즈 중에서 선택해요."
아기 (어린이집) 알림장 사진만 보면 눈물쏟아요..;;,['잘해어져도 사진은 순간포착이고 아직 적응기간이나 아가도 신견쓰고잇으니 웃고잇는사진이 없을수도잇오요!!']
조리원 비타민추천,비타민D 함유된 포베라 유산균을 추천해요. 개별 포장이라 위생에도 좋아요! 바이오가이아 제품을 사용했어요!
이건 무슨알러지일까요?,아이가가려워하나요 옷이나 가방쪽에 닿여서 마찰생기는것 같아보이기도해요 네 가려워서 막긁어서 딱지같이 점점점점 앉았네요 옷 마찰이면 옷을 안입힐수도없고 어떻게하면좋쵸 심하면 피부과 가보셔요 상의입히실때 상의만입히셨다면 안에 자극없는 내의 입히고 상의입히는게 도움이되지않을까싶어요 반대로 저희딸은 내의 소
모유수유 정상변일까요?!,몸무게 잘 늘고 물같이 설사하는거 아니면 다 괜찮다 하셨어요 :)
아기 키 몸무게 궁금하시면 어떻게 하세용?,키는 아기 눕히고 벽에 발바닥 붙여 줄자로재요!!
바이오가이아 복용법,아래턱 살짝 눌러서 입벌린 다음 5방울 톡톡 떨어뜨려요!
젖꼭지 선택 도와주세요ㅠㅠ,['저랑 너무 비슷한 고민이네요 ㅠㅠ\n지금 38일된 아기이고 젖꼭지 유목민인데 오늘 마더케이m사이즈로 먹여봣는데 한번 울컥하는게 잇긴했지만 흘리는거 거의 없이 먹엇어요 근데 문제는 120을 3-4분만에 먹었습니다…ㅜㅜ']
